budget;id;original_language;popularity;release_date;revenue;runtime;spoken_languages;tagline;title_x;vote_average;vote_count;movie_id;title_y;;;;;;;;
15000000;12257;en;3.033471;1998-11-25;10443316;93.0;['English'];A long shot romance in a short order world.;Home Fries;4.8;32;12257;Home Fries;;;;;;;;
0;13539;en;3.313257;2000-03-23;0;96.0;['English'];;Here On Earth;5.4;48;13539;Here On Earth;;;;;;;;
15000000;68;en;41.089863;1985-02-20;0;132.0;['English'];It's only a state of mind.;Brazil;7.5;861;68;Brazil;;;;;;;;
15000000;14024;en;10.9071;2004-08-10;14867514;103.0;['English', 'Français'];Don't Hold Back ...Don't Give Up.;Raise Your Voice;6.0;211;14024;Raise Your Voice;;;;;;;;
15000000;115;en;49.230089;1998-03-06;46189568;117.0;['English', 'עִבְרִית', 'Español', 'Deutsch'];Times like these call for a Big Lebowski.;The Big Lebowski;7.8;2926;115;The Big Lebowski;;;;;;;;
15000000;7874;en;11.429607;2006-12-08;10903846;116.0;['Český', 'English'];To save his soul he must save hers.;Black Snake Moan;6.6;243;7874;Black Snake Moan;;;;;;;;
15000000;4911;en;6.373316;2002-12-14;9237470;118.0;['English'];1992, L.A is at boiling point. One cop's turning up the heat;Dark Blue;6.5;85;4911;Dark Blue;;;;;;;;
16000000;1988;en;9.717392;2007-01-01;18928871;100.0;['English', 'Français', 'اردو'];One woman dared to keep hope alive;A Mighty Heart;6.7;95;1988;A Mighty Heart;;;;;;;;
15000000;16222;en;8.074807;2000-03-31;9902115;94.0;['English'];How low will they go to get the girls of their dreams?;Whatever It Takes;5.0;37;16222;Whatever It Takes;;;;;;;;
20000000;9557;en;7.034752;2002-10-01;8586376;94.0;['English', 'Español', 'svenska'];... once you're on, you'll want to get off...;Boat Trip;4.7;146;9557;Boat Trip;;;;;;;;
0;9026;en;7.250379;2002-05-17;0;97.0;['Deutsch', 'English'];Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.;The Importance of Being Earnest;6.7;127;9026;The Importance of Being Earnest;;;;;;;;
0;57943;en;0.116873;1998-02-01;0;98.0;[];A letter from the past would change their future forever.;The Love Letter;4.7;3;57943;The Love Letter;;;;;;;;
0;18276;en;7.712206;2006-05-05;0;91.0;['English'];It's time to stand up for the little guys.;Hoot;5.5;44;18276;Hoot;;;;;;;;
15000000;8321;en;25.329493;2008-02-08;34533783;107.0;['English'];Shoot first. Sightsee later.;In Bruges;7.4;1388;8321;In Bruges;;;;;;;;
15;72359;en;5.112809;2013-05-09;0;95.0;['English'];;Peeples;5.6;26;72359;Peeples;;;;;;;;
15000000;10186;en;13.832376;2008-08-20;8762890;102.0;['English', 'Français'];Opportunity rocks.;The Rocker;5.6;156;10186;The Rocker;;;;;;;;
15000000;25704;en;7.446069;2009-08-21;6405245;89.0;['English'];A Pre-Life Crisis.;Post Grad;5.0;100;25704;Post Grad;;;;;;;;
15000000;133694;en;13.568302;2012-09-23;8138788;106.0;['English'];What's your price?;Promised Land;6.0;243;133694;Promised Land;;;;;;;;
15000000;19265;en;21.857387;2009-06-19;35097815;92.0;['English'];A new comedy;Whatever Works;6.8;350;19265;Whatever Works;;;;;;;;
15000000;36047;en;0.249245;2000-07-19;5217498;105.0;['English', 'Français'];What would you do to get in?;The In Crowd;4.7;15;36047;The In Crowd;;;;;;;;
15000000;8053;en;12.163832;2005-11-17;12036149;121.0;['English', 'Español'];Nobody is beyond redemption.;The Three Burials of Melquiades Estrada;7.0;177;8053;The Three Burials of Melquiades Estrada;;;;;;;;
0;2290;en;8.962245;1999-09-16;0;120.0;['English'];When all hope was lost, he invented it.;Jakob the Liar;6.0;90;2290;Jakob the Liar;;;;;;;;
15000000;5236;en;32.690038;2005-09-05;15785148;103.0;['English'];SeX. MurdEr. MyStery. Welcome to the party.;Kiss Kiss Bang Bang;7.2;886;5236;Kiss Kiss Bang Bang;;;;;;;;
25000000;6552;en;8.583217;1999-04-30;4152230;92.0;['English'];The touching story of a boy and his right hand.;Idle Hands;6.1;182;6552;Idle Hands;;;;;;;;
15000000;1018;en;31.60985;2001-05-16;20117339;147.0;['Español', 'English'];An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.;Mulholland Drive;7.6;1477;1018;Mulholland Drive;;;;;;;;
0;10075;en;12.295216;2007-01-26;0;98.0;['English', 'Polski'];The hunt never tasted so sweet.;Blood and Chocolate;5.4;87;10075;Blood and Chocolate;;;;;;;;
22000000;38031;en;12.4654;2010-05-23;0;98.0;['English'];;You Will Meet a Tall Dark Stranger;5.8;251;38031;You Will Meet a Tall Dark Stranger;;;;;;;;
15000000;42188;en;30.983397;2010-09-15;9455232;104.0;['English'];These students have everything they need. Except time.;Never Let Me Go;6.8;737;42188;Never Let Me Go;;;;;;;;
0;112430;en;1.485324;2007-08-05;0;276.0;[];;The Company;7.0;12;112430;The Company;;;;;;;;
15000000;6687;en;11.428903;2008-01-18;5926410;111.0;['English', 'Français', '普通话', 'Pусский', 'Español'];You can't escape your lies.;Transsiberian;6.5;195;6687;Transsiberian;;;;;;;;
15000000;13853;en;5.484679;1986-01-17;0;98.0;['English'];At The Dawn Of Mankind, A Woman Led The Way.;The Clan of the Cave Bear;4.8;27;13853;The Clan of the Cave Bear;;;;;;;;
0;31306;en;5.770246;1999-10-22;0;111.0;['English', 'Pусский'];;Crazy in Alabama;6.5;12;31306;Crazy in Alabama;;;;;;;;
15000000;8461;en;15.175289;2007-10-20;7938872;112.0;['English'];Let the games begin...;Funny Games;6.3;545;8461;Funny Games;;;;;;;;
0;331592;en;2.414721;2015-09-11;0;100.0;['English'];Hide your thoughts.;Listening;5.5;31;331592;Listening;;;;;;;;
0;47692;en;;;;;;;;;;;;;;;;;;;
92620000;19;de;32.351527;1927-01-10;650422;153.0;['No Language'];There can be no understanding between the hands and the brain unless the heart acts as mediator.;Metropolis;8.0;657;19;Metropolis;;;;;;;;
12000000;10045;fr;17.493735;2004-11-09;9584131;84.0;['Français'];Welcome to District B13. Welcome to the future;District B13;6.5;565;10045;District B13;;;;;;;;
8000000;400;en;6.932221;1995-12-01;529766;116.0;['English'];Protect. Love. Honor. Avenge.;Things to Do in Denver When You're Dead;6.7;85;400;Things to Do in Denver When You're Dead;;;;;;;;
15000000;253450;zh;8.142166;2015-08-27;632542;105.0;['普通话'];;The Assassin;6.6;157;253450;The Assassin;;;;;;;;
15000000;9104;en;6.329672;2001-09-08;0;98.0;['English'];War is hell... but peace is f*#!%!! boring.;Buffalo Soldiers;6.5;93;9104;Buffalo Soldiers;;;;;;;;
0;11190;ru;7.744166;2003-06-25;0;105.0;['Pусский'];;The Return;7.4;100;11190;The Return;;;;;;;;
8500000;16353;th;9.029489;2008-12-04;8936663;98.0;['Český', '普通话', 'Pусский', 'ภาษาไทย'];Warrior. Conqueror. Legend.;Ong Bak 2;6.0;152;16353;Ong Bak 2;;;;;;;;
12000000;23759;en;22.708647;2010-02-15;6814789;97.0;['English', ''];History is written in blood;Centurion;5.9;386;23759;Centurion;;;;;;;;
15000000;24206;en;2.609057;1996-06-26;76382;93.0;['English'];The Terms are Clear. Kill or be Killed.;Silent Trigger;5.0;22;24206;Silent Trigger;;;;;;;;
15000000;10185;en;;;;;;;;;;;;;;;;;;;
15000000;75033;en;1.897761;2011-09-16;0;107.0;['English'];Her courage inspired a nation.;Winnie Mandela;5.2;5;75033;Winnie Mandela;;;;;;;;
15000000;74536;en;7.701186;2011-11-04;0;90.0;['English'];Serve. Protect. Lie.;The Son of No One;4.8;92;74536;The Son of No One;;;;;;;;
15000000;31668;en;1.833058;2001-10-14;23000;99.0;['English', 'Deutsch'];;All The Queen's Men;6.1;7;31668;All The Queen's Men;;;;;;;;
15000000;13501;en;12.185204;2007-01-25;20380;93.0;['English', 'Italiano'];Dreaming is believing.;The Good Night;5.7;41;13501;The Good Night;;;;;;;;
0;15208;en;2.500218;2008-07-04;0;141.0;['English'];;Bathory: Countess of Blood;5.6;31;15208;Bathory: Countess of Blood;;;;;;;;
20000000;172391;en;;;;;;;;;;;;;;;;;;;
7000000;262543;en;49.808505;2014-10-09;0;110.0;['English'];Your time is coming to an end – Ours is now beginning;Automata;5.6;670;262543;Automata;;;;;;;;
0;9288;en;4.901936;2005-01-01;0;105.0;['English'];;Dungeons & Dragons: Wrath of the Dragon God;4.8;36;9288;Dungeons & Dragons: Wrath of the Dragon God;;;;;;;;
15000000;20083;zh;5.294319;2009-03-22;0;119.0;['日本語', '普通话', '广州话 / 廣州話', 'English'];They destroyed his life... Now he'll destroy them all.;Shinjuku Incident;6.7;65;20083;Shinjuku Incident;;;;;;;;
0;40880;en;0.165367;2001-06-29;0;124.0;['English'];;Pandaemonium;4.5;2;40880;Pandaemonium;;;;;;;;
14600000;137;en;52.744331;1993-02-11;70906973;101.0;['English', 'Français', 'Italiano'];He's having the worst day of his life... over, and over...;Groundhog Day;7.4;2301;137;Groundhog Day;;;;;;;;
14800000;264999;en;29.660993;2015-07-01;122513057;115.0;['English'];Back to the grind.;Magic Mike XXL;6.3;706;264999;Magic Mike XXL;;;;;;;;
14500000;454;en;41.493042;1996-10-31;147298761;120.0;['English'];My only love sprung from my only hate.;Romeo + Juliet;6.7;1374;454;Romeo + Juliet;;;;;;;;
10000000;53457;fr;10.072199;2010-09-16;17511906;111.0;['English', 'Français', 'Deutsch', 'Italiano', ''];;Sarah's Key;7.2;196;53457;Sarah's Key;;;;;;;;
14500000;288980;en;4.389363;2014-08-21;0;98.0;['English'];John Newton's Amazing Grace;Freedom;5.8;9;288980;Freedom;;;;;;;;
14000000;33;en;37.380435;1992-08-07;159157447;131.0;['English'];Some legends will never be forgotten. Some wrongs can never be forgiven.;Unforgiven;7.7;1113;33;Unforgiven;;;;;;;;
14200000;1951;da;7.05145;2005-05-16;674918;139.0;['English'];Liberation. Whether They Want It Or Not.;Manderlay;6.9;78;1951;Manderlay;;;;;;;;
15000000;12405;en;59.258969;2008-05-12;377910544;120.0;['Français', 'हिन्दी', 'English'];What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny;Slumdog Millionaire;7.6;2827;12405;Slumdog Millionaire;;;;;;;;
14000000;10998;en;16.742972;1987-09-11;320145693;119.0;['English'];A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.;Fatal Attraction;6.6;291;10998;Fatal Attraction;;;;;;;;
14000000;114;en;45.473484;1990-03-23;463000000;119.0;['English', 'Italiano', '日本語'];Who knew it was so much fun to be a hooker?;Pretty Woman;7.0;1746;114;Pretty Woman;;;;;;;;
0;9396;en;15.474831;1988-05-19;239606210;110.0;['English'];The world's favourite adventurer is back for more! much more!;Crocodile Dundee II;5.5;303;9396;Crocodile Dundee II;;;;;;;;
0;319910;en;4.289676;2015-03-15;0;101.0;['English'];;Broken Horses;5.0;10;319910;Broken Horses;;;;;;;;
14000000;2604;en;25.949277;1989-12-20;161001698;145.0;['English', 'Español'];A story of innocence lost and courage found.;Born on the Fourth of July;6.7;395;2604;Born on the Fourth of July;;;;;;;;
14000000;864;en;22.409117;1993-09-30;154864401;98.0;['English', 'Français', 'Deutsch', 'Pусский'];One dream. Four Jamaicans. Twenty below zero.;Cool Runnings;6.8;491;864;Cool Runnings;;;;;;;;
15000000;14435;en;13.706357;2009-01-16;100734718;101.0;['English'];He's gonna break your heart.;My Bloody Valentine;5.3;299;14435;My Bloody Valentine;;;;;;;;
13000000;1931;en;6.92205;2007-05-16;75511123;114.0;['English'];He will challenge their traditions. Their traditions will change his life.;Stomp the Yard;6.1;88;1931;Stomp the Yard;;;;;;;;
14000000;691;en;27.17347;1977-07-07;185438673;125.0;['English', 'Italiano', 'العربية'];It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.;The Spy Who Loved Me;6.6;507;691;The Spy Who Loved Me;;;;;;;;
14000000;9877;en;12.159009;1998-09-25;72527595;99.0;['English', 'Italiano'];It Happened To Someone Who Knows Someone You Know... You're Next.;Urban Legend;5.6;290;9877;Urban Legend;;;;;;;;
0;62008;en;4.448494;2012-02-23;0;111.0;['English'];Wesley Deeds is About to Discover the Person He Was Meant to Be.;Good Deeds;6.2;45;62008;Good Deeds;;;;;;;;
14000000;12227;en;13.13724;1991-01-18;34793160;107.0;['English'];Where civilization ends, their journey begins.;White Fang;6.5;135;12227;White Fang;;;;;;;;
0;13824;en;4.04701;1999-10-08;0;81.0;['English'];Dare to dream.;Superstar;5.1;83;13824;Superstar;;;;;;;;
13000000;71688;en;23.3784;2011-12-30;114956699;105.0;['English'];Never Compromise;The Iron Lady;6.2;527;71688;The Iron Lady;;;;;;;;
0;15173;en;1.446172;2002-10-04;0;82.0;['Český', 'English'];Fresh Fish. Mixed Vegetables.;Jonah: A VeggieTales Movie;6.4;22;15173;Jonah: A VeggieTales Movie;;;;;;;;
14000000;8291;en;3.650857;1993-07-23;27515786;109.0;['English', 'Français'];A Street Romance.;Poetic Justice;6.9;47;8291;Poetic Justice;;;;;;;;
14000000;13950;en;5.102258;2002-03-08;25482931;95.0;['English', 'Français'];Money can make people do funny things.;All About the Benjamins;5.8;48;13950;All About the Benjamins;;;;;;;;
14000000;12158;en;6.772615;1995-10-27;19800000;100.0;['English'];A comic tale of horror and seduction.;Vampire in Brooklyn;4.5;111;12158;Vampire in Brooklyn;;;;;;;;
14000000;11586;en;11.543363;1977-06-17;30749142;118.0;['English', 'Français', 'Español'];It's four years later... what does she remember?;Exorcist II: The Heretic;4.5;133;11586;Exorcist II: The Heretic;;;;;;;;
0;10008;en;7.436315;2005-05-05;0;83.0;['English'];Possession Knows No Bounds;An American Haunting;5.3;142;10008;An American Haunting;;;;;;;;
14000000;2830;en;14.813614;2003-08-21;0;83.0;['English'];;My Boss's Daughter;4.4;180;2830;My Boss's Daughter;;;;;;;;
14000000;12403;en;20.792603;2009-06-08;22852638;98.0;['English'];Welcome to paradise. Enter at your own risk.;A Perfect Getaway;6.2;351;12403;A Perfect Getaway;;;;;;;;
14000000;34563;en;6.733485;2010-03-12;21409028;103.0;['English'];To have and to hold... 'Til dads do us part.;Our Family Wedding;5.7;39;34563;Our Family Wedding;;;;;;;;
0;14557;en;7.708227;1998-08-21;0;96.0;['English'];;Dead Man on Campus;5.6;49;14557;Dead Man on Campus;;;;;;;;
12000000;10368;en;2.238646;1999-03-25;21001563;117.0;['English', 'Italiano', 'Pусский'];;Tea with Mussolini;5.8;32;10368;Tea with Mussolini;;;;;;;;
0;10280;en;7.866961;1996-10-25;0;92.0;['English'];Let the curse fit the crime.;Thinner;5.5;124;10280;Thinner;;;;;;;;
0;12637;en;3.876242;1977-06-21;0;155.0;['English'];;New York, New York;6.1;67;12637;New York, New York;;;;;;;;
0;34152;en;1.89218;1994-05-13;0;115.0;['English'];;Crooklyn;6.7;31;34152;Crooklyn;;;;;;;;
11000000;14434;en;4.536745;2007-03-16;13196245;90.0;['English'];In marriage no one can hear you scream.;I Think I Love My Wife;5.0;55;14434;I Think I Love My Wife;;;;;;;;
11000000;11470;en;11.220643;2001-07-24;16951798;91.0;['English'];Evil has an upgrade.;Jason X;4.5;291;11470;Jason X;;;;;;;;
0;10741;en;11.706309;2006-09-05;0;120.0;['English', 'Deutsch', 'Español'];He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.;Bobby;6.4;119;10741;Bobby;;;;;;;;
14000000;24940;en;4.66723;2001-02-02;10424470;86.0;['English'];Unleash your inner model.;Head Over Heels;5.3;73;24940;Head Over Heels;;;;;;;;
14000000;82679;en;7.487843;2012-10-25;11417362;87.0;['English'];Some people just can't handle Halloween.;Fun Size;5.5;134;82679;Fun Size;;;;;;;;
14000000;2013;fr;13.65494;2007-05-22;19777647;112.0;['Français'];Let your imagination set you free;The Diving Bell and the Butterfly;7.4;283;2013;The Diving Bell and the Butterfly;;;;;;;;
26000000;1440;en;11.942862;2006-10-06;14821658;136.0;['English'];;Little Children;6.9;240;1440;Little Children;;;;;;;;
14000000;18041;en;5.833687;2000-04-21;5108820;90.0;['English', 'Italiano'];It can turn you on, or turn on you.;Gossip;5.5;68;18041;Gossip;;;;;;;;
14000000;28029;en;6.370267;1999-01-29;0;107.0;['English'];It was the summer of Woodstock... when she became the woman she always wanted to be.;A Walk on the Moon;6.2;21;28029;A Walk on the Moon;;;;;;;;
0;1123;en;4.052219;2006-10-27;4291965;101.0;['Afrikaans', 'English', 'isiZulu'];The spark that ignites us, unites us.;Catch a Fire;6.4;25;1123;Catch a Fire;;;;;;;;
0;14033;en;3.231848;2001-09-06;0;84.0;['English'];;Soul Survivors;4.4;49;14033;Soul Survivors;;;;;;;;
14000000;87729;en;0.900442;1995-03-31;2474000;139.0;['English'];A powerful man torn between his love for one woman and his secret desire for another.;Jefferson in Paris;5.2;10;87729;Jefferson in Paris;;;;;;;;
0;16899;en;8.387573;2008-01-01;0;93.0;['English'];Let's Misbehave!;Easy Virtue;6.3;108;16899;Easy Virtue;;;;;;;;
0;41317;en;0.633004;1978-11-02;0;127.0;[];;Caravans;5.8;1;41317;Caravans;;;;;;;;
0;245700;en;9.242554;2014-10-31;5405500;150.0;['English'];;Mr. Turner;6.3;204;245700;Mr. Turner;;;;;;;;
0;37842;fr;1.866443;2009-05-20;0;104.0;['Français'];;Wild Grass;5.8;22;37842;Wild Grass;;;;;;;;
0;9045;fr;5.930533;2002-02-13;0;132.0;['English', 'Français', 'Deutsch', 'Italiano'];Two Men   Two Worlds   One Cause;Amen.;7.1;75;9045;Amen.;;;;;;;;
12000000;44092;zh;4.930129;2010-09-01;0;117.0;['普通话', 'English'];;Reign of Assassins;6.7;57;44092;Reign of Assassins;;;;;;;;
0;16005;en;8.747922;2008-09-26;0;113.0;['English'];;The Lucky Ones;6.3;55;16005;The Lucky Ones;;;;;;;;
14000000;44754;en;4.898424;2011-09-30;46495;149.0;['English'];;Margaret;6.1;86;44754;Margaret;;;;;;;;
108;23988;en;7.410523;2009-10-27;0;90.0;['English'];The most feared monsters in cinematic history have met their match...;Stan Helsing;4.0;97;23988;Stan Helsing;;;;;;;;
14000000;43949;en;24.210698;2010-08-06;1755212;89.0;['English'];You never forget your first love.;Flipped;7.4;418;43949;Flipped;;;;;;;;
14000000;142;en;44.135568;2005-09-02;178043761;134.0;['English'];Love is a force of nature.;Brokeback Mountain;7.5;1480;142;Brokeback Mountain;;;;;;;;
12000000;9603;en;16.051328;1995-07-19;0;97.0;['Español', 'English'];Sex. Clothes. Popularity. Is there a problem here?;Clueless;6.9;803;9603;Clueless;;;;;;;;
13500000;10712;en;9.982885;2002-09-01;29027914;107.0;['English'];It's time to stop hiding from the truth.;Far from Heaven;6.9;144;10712;Far from Heaven;;;;;;;;
14000000;243938;en;16.618874;2015-02-20;12314651;93.0;['English'];The Laws of Space and Time are About to be Violated.;Hot Tub Time Machine 2;5.0;354;243938;Hot Tub Time Machine 2;;;;;;;;
13500000;10876;en;7.261196;2000-11-22;7060876;124.0;['English'];There are no bad words... only bad deeds.;Quills;6.8;128;10876;Quills;;;;;;;;
15000000;86838;en;32.306455;2012-09-07;19422261;110.0;['English', 'Tiếng Việt'];They Won't Take Any Shih Tzu.;Seven Psychopaths;6.7;1206;86838;Seven Psychopaths;;;;;;;;
0;25208;en;4.722403;2001-01-19;0;105.0;['English'];;The Caveman's Valentine;6.0;27;25208;The Caveman's Valentine;;;;;;;;
18339750;613;de;32.445895;2004-09-08;92180910;156.0;['Magyar', 'Deutsch', 'Pусский'];April 1945, a nation awaits its...Downfall;Downfall;7.7;1037;613;Downfall;;;;;;;;
12806000;1913;es;17.363739;2004-09-03;38535221;125.0;['Galego', 'Español'];Sensitive Drama About a Polemic Theme;The Sea Inside;7.2;219;1913;The Sea Inside;;;;;;;;
13300000;97370;en;29.782161;2014-03-14;5380251;108.0;['English'];A mysterious seductress preys upon the population of Scotland;Under the Skin;6.0;1102;97370;Under the Skin;;;;;;;;
13000000;801;en;18.362333;1987-12-23;123922370;121.0;['English'];Time to rock it from the Delta to the DMZ!;Good Morning, Vietnam;7.1;642;801;Good Morning, Vietnam;;;;;;;;
13400000;70829;en;0.680753;2010-12-29;16700000;100.0;['한국어/조선말'];;The Last Godfather;4.7;7;70829;The Last Godfather;;;;;;;;
13000000;54518;en;6.735922;2011-02-11;98441954;105.0;['English'];Find out what's possible if you never give up.;Justin Bieber: Never Say Never;4.8;154;54518;Justin Bieber: Never Say Never;;;;;;;;
13000000;44214;en;91.285683;2010-12-02;327803731;108.0;['English', 'Français', 'Italiano'];In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.;Black Swan;7.3;4430;44214;Black Swan;;;;;;;;
13000000;240;en;105.792936;1974-12-20;47542841;200.0;['English', 'Italiano', 'Latin', 'Español'];I don't feel I have to wipe everybody out, Tom. Just my enemies.;The Godfather: Part II;8.3;3338;240;The Godfather: Part II;;;;;;;;
13000000;9816;en;9.969624;2001-01-12;91038276;112.0;['English'];The Only Person You Need To Be Is Yourself.;Save the Last Dance;6.3;352;9816;Save the Last Dance;;;;;;;;
7000000;10131;en;17.113408;1988-08-19;72500000;99.0;['English'];Terror beyond your wildest dreams.;A Nightmare on Elm Street 4: The Dream Master;5.8;281;10131;A Nightmare on Elm Street 4: The Dream Master;;;;;;;;
16000000;339984;en;10.248439;2016-03-17;77000000;117.0;['English'];How do we explain the impossible?;Miracles from Heaven;6.7;186;339984;Miracles from Heaven;;;;;;;;
13000000;8859;en;25.316146;2000-12-15;73180723;83.0;['English', 'Français', '日本語'];After a night they can't remember, comes a day they'll never forget.;Dude, Where’s My Car?;5.2;509;8859;Dude, Where’s My Car?;;;;;;;;
13000000;11967;en;9.499325;1988-08-12;44726644;107.0;['English'];Six reasons why the west was wild.;Young Guns;6.6;258;11967;Young Guns;;;;;;;;
13000000;239563;en;43.791745;2014-10-09;54837234;102.0;['English'];Love Thy Neighbor;St. Vincent;7.1;763;239563;St. Vincent;;;;;;;;
12500000;222899;en;11.828068;2014-02-14;49002684;100.0;['English'];It's about compromise. It's about love. It's about a good wingman.;About Last Night;6.0;210;222899;About Last Night;;;;;;;;
16000000;4951;en;54.550275;1999-03-30;53478166;97.0;['English', 'Français'];How do I loathe thee? Let me count the ways.;10 Things I Hate About You;7.3;1701;4951;10 Things I Hate About You;;;;;;;;
13000000;10985;en;13.525704;2002-05-10;0;88.0;['English', 'Italiano', 'Português'];A zero will rise.;The New Guy;5.7;151;10985;The New Guy;;;;;;;;
0;9644;en;12.963328;1993-02-04;0;84.0;['English'];See it before they make the sequel!;National Lampoon's Loaded Weapon 1;5.7;157;9644;National Lampoon's Loaded Weapon 1;;;;;;;;
17000000;332567;en;60.829621;2016-06-24;119100758;86.0;['English'];What was once in the deep is now in the shallows.;The Shallows;6.2;1567;332567;The Shallows;;;;;;;;
13000000;1954;en;73.307513;2004-01-22;96060858;113.0;['English'];Such minor changes, such huge consequences.;The Butterfly Effect;7.3;2060;1954;The Butterfly Effect;;;;;;;;
0;15489;en;7.964289;2000-02-11;0;89.0;['English'];Roads closed. Schools shut. Rules were made to be frozen!;Snow Day;4.8;51;15489;Snow Day;;;;;;;;
13000000;15250;en;2.388918;2007-11-27;0;117.0;['English'];You can't exchange family.;This Christmas;7.1;29;15250;This Christmas;;;;;;;;
12000000;22345;en;4.580081;1999-03-12;36450736;97.0;['English', 'Español'];Think innocent. Think helpless. Think again. Naps are history.;Baby Geniuses;3.3;75;22345;Baby Geniuses;;;;;;;;
13000000;9448;en;6.425528;1998-04-24;27007143;91.0;['English'];Nothing's more dangerous than some nice guys... with a little time to kill.;The Big Hit;6.1;109;9448;The Big Hit;;;;;;;;
12000000;38223;en;4.63093;1996-07-10;0;100.0;['English'];On your case!;Harriet the Spy;5.7;46;38223;Harriet the Spy;;;;;;;;
13000000;11186;en;16.681567;1990-11-09;35763605;84.0;['English', 'Türkçe'];Look out Jack! Chucky's back!;Child's Play 2;5.8;308;11186;Child's Play 2;;;;;;;;
13200000;136835;en;24.656068;2014-09-10;53830415;83.0;['English'];First he gets into your house. Then he gets into your head.;No Good Deed;5.6;181;136835;No Good Deed;;;;;;;;
18000000;5876;en;37.104353;2007-11-21;57096190;126.0;['English'];Belief divides them, mystery surrounds them, but fear changes everything.;The Mist;6.7;1399;5876;The Mist;;;;;;;;
15000000;264660;en;95.130041;2015-01-21;36869414;108.0;['English'];There is nothing more human than the will to survive;Ex Machina;7.6;4737;264660;Ex Machina;;;;;;;;
13000000;492;en;27.546914;1999-09-30;22863596;112.0;['English', 'Français'];Ever wanted to be someone else? Now you can.;Being John Malkovich;7.3;1101;492;Being John Malkovich;;;;;;;;
6000000;25462;en;2.27213;2001-09-07;0;90.0;['English'];;Two Can Play That Game;6.6;17;25462;Two Can Play That Game;;;;;;;;
13000000;238603;en;17.371327;2014-06-14;45300000;89.0;['English'];No one will ever believe our story.;Earth to Echo;5.7;290;238603;Earth to Echo;;;;;;;;
13000000;10691;en;6.130096;2001-06-29;16929123;99.0;['Español', 'English'];When it's real. When it's right. Don't let anything stand in your way.;Crazy/Beautiful;6.6;96;10691;Crazy/Beautiful;;;;;;;;
19000000;1251;en;24.47248;2006-12-19;68673228;141.0;['English', '日本語'];The battle of Iwo Jima seen through the eyes of the Japanese soldiers.;Letters from Iwo Jima;7.2;541;1251;Letters from Iwo Jima;;;;;;;;
13000000;5172;en;6.764437;2006-10-15;11130889;104.0;['English'];;The Astronaut Farmer;6.2;123;5172;The Astronaut Farmer;;;;;;;;
13000000;58680;en;1.750054;1998-05-08;8026971;84.0;['English'];It's Woo's world.. we're just living in it.;Woo;5.5;10;58680;Woo;;;;;;;;
6000000;264644;en;66.11334;2015-10-16;35401758;117.0;['English'];Love knows no boundaries;Room;8.1;2757;264644;Room;;;;;;;;
0;14577;en;9.066881;1998-06-12;0;82.0;['English'];Revenge is a dish best served DIRTY.;Dirty Work;6.5;66;14577;Dirty Work;;;;;;;;
13000000;11592;en;6.170139;1994-04-13;7820688;95.0;['English'];Every Mom Wants to Be Wanted, But Not For Murder One!;Serial Mom;6.4;135;11592;Serial Mom;;;;;;;;
13000000;16406;en;4.742537;1999-08-04;27500000;94.0;['English', 'Français'];The unmaking of the president;Dick;5.7;67;16406;Dick;;;;;;;;
0;19052;en;1.212956;1999-11-04;0;99.0;['English'];;Light It Up;6.6;7;19052;Light It Up;;;;;;;;
13000000;3682;en;11.880899;1998-08-28;16757163;106.0;['English'];You've never been anywhere until you've been here;54;5.5;135;3682;54;;;;;;;;
0;9683;en;10.131123;2001-08-24;0;84.0;['English'];Life is an adventure. Don't blow it.;Bubble Boy;5.1;163;9683;Bubble Boy;;;;;;;;
13000000;2084;en;5.831302;2001-09-06;0;93.0;['English', 'Pусский'];;Birthday Girl;6.1;103;2084;Birthday Girl;;;;;;;;
13000000;107811;en;35.522027;2013-03-01;48065672;93.0;['English'];Finally.;21 & Over;5.7;737;107811;21 & Over;;;;;;;;
13000000;2266;fr;10.573191;2006-05-16;4857367;120.0;['Español', 'Français', 'English', '普通话', 'العربية'];Fall in love with Paris 18 times.;Paris, je t'aime;6.8;207;2266;Paris, je t'aime;;;;;;;;
0;13074;en;4.898437;2007-06-14;0;112.0;['English'];;Resurrecting the Champ;5.9;60;13074;Resurrecting the Champ;;;;;;;;
13000000;144340;en;17.632446;2013-03-21;18000000;107.0;['English'];Let someone in.;Admission;5.4;304;144340;Admission;;;;;;;;
0;48217;en;1.780065;2000-01-01;0;112.0;['Français'];;The Widow of Saint-Pierre;6.7;11;48217;The Widow of Saint-Pierre;;;;;;;;
15000000;28211;en;26.373864;2009-03-25;8459458;96.0;['English'];If the one you love was lying to you, how far would you go to find out the truth?;Chloe;5.9;498;28211;Chloe;;;;;;;;
13000000;47502;en;1.647335;1996-04-03;9789900;91.0;['English'];A comedy about a wife, her husband and his hit man.;Faithful;4.8;4;47502;Faithful;;;;;;;;
