genres;id;;;;;;;;
Adventure;21755;;;;;;;;
Comedy;21755;;;;;;;;
Drama;21755;;;;;;;;
Romance;21755;;;;;;;;
Drama;4960;;;;;;;;
Adventure;128;;;;;;;;
Fantasy;128;;;;;;;;
Animation;128;;;;;;;;
Comedy;14652;;;;;;;;
Drama;14652;;;;;;;;
Foreign;14652;;;;;;;;
Comedy;40932;;;;;;;;
Music;40932;;;;;;;;
Action;16608;;;;;;;;
Adventure;16608;;;;;;;;
Crime;16608;;;;;;;;
Drama;16608;;;;;;;;
Thriller;16608;;;;;;;;
Western;16608;;;;;;;;
Drama;334531;;;;;;;;
Comedy;32316;;;;;;;;
Action;7299;;;;;;;;
Science Fiction;7299;;;;;;;;
Thriller;7299;;;;;;;;
Drama;13405;;;;;;;;
War;13405;;;;;;;;
Drama;19457;;;;;;;;
Action;19457;;;;;;;;
Thriller;19457;;;;;;;;
Crime;19457;;;;;;;;
Family;112937;;;;;;;;
Drama;314385;;;;;;;;
Romance;314385;;;;;;;;
Animation;8953;;;;;;;;
Fantasy;8953;;;;;;;;
Science Fiction;8953;;;;;;;;
Drama;29078;;;;;;;;
Drama;46503;;;;;;;;
Mystery;46503;;;;;;;;
Thriller;46503;;;;;;;;
Crime;46503;;;;;;;;
Romance;46503;;;;;;;;
Adventure;10448;;;;;;;;
Comedy;13688;;;;;;;;
Drama;13688;;;;;;;;
Family;13688;;;;;;;;
Fantasy;13688;;;;;;;;
Science Fiction;13688;;;;;;;;
Comedy;10353;;;;;;;;
Fantasy;10353;;;;;;;;
Action;43935;;;;;;;;
Comedy;43935;;;;;;;;
Horror;43935;;;;;;;;
Mystery;43935;;;;;;;;
Science Fiction;43935;;;;;;;;
Thriller;43935;;;;;;;;
Drama;11458;;;;;;;;
Thriller;11458;;;;;;;;
Drama;44638;;;;;;;;
Fantasy;44638;;;;;;;;
Horror;241257;;;;;;;;
Mystery;241257;;;;;;;;
Thriller;241257;;;;;;;;
Action;14538;;;;;;;;
History;14538;;;;;;;;
Drama;14538;;;;;;;;
Crime;13250;;;;;;;;
Drama;13250;;;;;;;;
Thriller;13250;;;;;;;;
Comedy;133931;;;;;;;;
Animation;133931;;;;;;;;
Adventure;133931;;;;;;;;
Family;133931;;;;;;;;
Drama;280871;;;;;;;;
History;280871;;;;;;;;
Animation;239897;;;;;;;;
Drama;184341;;;;;;;;
Thriller;334074;;;;;;;;
Thriller;199373;;;;;;;;
Crime;199373;;;;;;;;
Drama;14202;;;;;;;;
Romance;14202;;;;;;;;
Action;6968;;;;;;;;
Crime;6968;;;;;;;;
Drama;6968;;;;;;;;
History;6968;;;;;;;;
Thriller;6968;;;;;;;;
Adventure;581;;;;;;;;
Drama;581;;;;;;;;
Western;581;;;;;;;;
Comedy;52449;;;;;;;;
Drama;12150;;;;;;;;
Crime;12150;;;;;;;;
Mystery;12150;;;;;;;;
Comedy;11247;;;;;;;;
Crime;4232;;;;;;;;
Horror;4232;;;;;;;;
Mystery;4232;;;;;;;;
Horror;9378;;;;;;;;
Thriller;9378;;;;;;;;
Horror;694;;;;;;;;
Thriller;694;;;;;;;;
Adventure;105;;;;;;;;
Comedy;105;;;;;;;;
Science Fiction;105;;;;;;;;
Family;105;;;;;;;;
Horror;11377;;;;;;;;
Mystery;11377;;;;;;;;
Thriller;11377;;;;;;;;
Drama;26367;;;;;;;;
Comedy;26367;;;;;;;;
Action;385383;;;;;;;;
Drama;385383;;;;;;;;
Comedy;41210;;;;;;;;
Romance;41210;;;;;;;;
Drama;41210;;;;;;;;
Comedy;12090;;;;;;;;
Drama;62630;;;;;;;;
Action;62630;;;;;;;;
Thriller;62630;;;;;;;;
Crime;62630;;;;;;;;
War;62630;;;;;;;;
Animation;16110;;;;;;;;
Drama;16110;;;;;;;;
Family;16110;;;;;;;;
Science Fiction;16110;;;;;;;;
Mystery;29427;;;;;;;;
Horror;29427;;;;;;;;
Action;29427;;;;;;;;
Fantasy;129;;;;;;;;
Adventure;129;;;;;;;;
Animation;129;;;;;;;;
Family;129;;;;;;;;
Action;244114;;;;;;;;
Crime;244114;;;;;;;;
Action;2669;;;;;;;;
Drama;2669;;;;;;;;
History;2669;;;;;;;;
Drama;203833;;;;;;;;
Comedy;13523;;;;;;;;
Adventure;13523;;;;;;;;
Romance;13523;;;;;;;;
Romance;25195;;;;;;;;
Comedy;25195;;;;;;;;
Drama;17277;;;;;;;;
History;17277;;;;;;;;
Comedy;50725;;;;;;;;
Drama;50725;;;;;;;;
Romance;50725;;;;;;;;
Drama;82631;;;;;;;;
Family;73191;;;;;;;;
Fantasy;73191;;;;;;;;
Music;73191;;;;;;;;
Thriller;22479;;;;;;;;
Drama;22479;;;;;;;;
Music;22479;;;;;;;;
Crime;22479;;;;;;;;
Drama;340611;;;;;;;;
Horror;10065;;;;;;;;
Thriller;10065;;;;;;;;
Drama;10065;;;;;;;;
Comedy;2757;;;;;;;;
Crime;2757;;;;;;;;
Drama;2757;;;;;;;;
Horror;11683;;;;;;;;
Action;244339;;;;;;;;
Adventure;1878;;;;;;;;
Drama;1878;;;;;;;;
Comedy;1878;;;;;;;;
Comedy;23082;;;;;;;;
Romance;23082;;;;;;;;
Fantasy;23082;;;;;;;;
Comedy;195589;;;;;;;;
Romance;854;;;;;;;;
Comedy;854;;;;;;;;
Crime;854;;;;;;;;
Fantasy;854;;;;;;;;
Fantasy;2280;;;;;;;;
Drama;2280;;;;;;;;
Comedy;2280;;;;;;;;
Romance;2280;;;;;;;;
Family;2280;;;;;;;;
Comedy;496;;;;;;;;
Comedy;8835;;;;;;;;
Science Fiction;157;;;;;;;;
Action;157;;;;;;;;
Adventure;157;;;;;;;;
Thriller;157;;;;;;;;
Crime;8643;;;;;;;;
Drama;8643;;;;;;;;
Horror;8643;;;;;;;;
Thriller;8643;;;;;;;;
Comedy;10402;;;;;;;;
Thriller;218043;;;;;;;;
Action;218043;;;;;;;;
Science Fiction;218043;;;;;;;;
Comedy;9043;;;;;;;;
Drama;9043;;;;;;;;
Romance;9043;;;;;;;;
Comedy;21301;;;;;;;;
Drama;21301;;;;;;;;
Drama;10147;;;;;;;;
Comedy;10147;;;;;;;;
Crime;10147;;;;;;;;
Science Fiction;816;;;;;;;;
Comedy;816;;;;;;;;
Crime;816;;;;;;;;
Romance;302688;;;;;;;;
Comedy;302688;;;;;;;;
Family;302688;;;;;;;;
Family;60307;;;;;;;;
Comedy;60307;;;;;;;;
Science Fiction;106;;;;;;;;
Action;106;;;;;;;;
Adventure;106;;;;;;;;
Thriller;106;;;;;;;;
Drama;279;;;;;;;;
History;279;;;;;;;;
Music;279;;;;;;;;
Crime;8617;;;;;;;;
Horror;8617;;;;;;;;
Comedy;10625;;;;;;;;
Comedy;10934;;;;;;;;
Drama;10934;;;;;;;;
Romance;10934;;;;;;;;
Drama;5279;;;;;;;;
Mystery;5279;;;;;;;;
Thriller;5279;;;;;;;;
Comedy;10013;;;;;;;;
Drama;10013;;;;;;;;
Fantasy;10013;;;;;;;;
Romance;10013;;;;;;;;
Drama;194662;;;;;;;;
Comedy;194662;;;;;;;;
Comedy;160588;;;;;;;;
Drama;160588;;;;;;;;
Drama;9829;;;;;;;;
History;9829;;;;;;;;
Crime;9829;;;;;;;;
Thriller;9829;;;;;;;;
Action;9829;;;;;;;;
Romance;10028;;;;;;;;
Music;10028;;;;;;;;
Family;10028;;;;;;;;
Action;10535;;;;;;;;
Comedy;10535;;;;;;;;
Horror;790;;;;;;;;
Action;43959;;;;;;;;
Drama;43959;;;;;;;;
War;10364;;;;;;;;
Comedy;10364;;;;;;;;
Drama;10364;;;;;;;;
Comedy;16991;;;;;;;;
Crime;16991;;;;;;;;
Drama;16991;;;;;;;;
Adventure;9610;;;;;;;;
Fantasy;9610;;;;;;;;
Action;9610;;;;;;;;
Drama;1578;;;;;;;;
Drama;25643;;;;;;;;
Romance;25643;;;;;;;;
Action;11904;;;;;;;;
Adventure;11904;;;;;;;;
Crime;11904;;;;;;;;
Drama;11904;;;;;;;;
Family;11904;;;;;;;;
Mystery;11904;;;;;;;;
Thriller;11904;;;;;;;;
Music;28665;;;;;;;;
Comedy;28665;;;;;;;;
Drama;28665;;;;;;;;
Romance;28665;;;;;;;;
Adventure;44115;;;;;;;;
Drama;44115;;;;;;;;
Thriller;44115;;;;;;;;
Action;10569;;;;;;;;
Comedy;10569;;;;;;;;
Crime;10569;;;;;;;;
Drama;10560;;;;;;;;
Music;10560;;;;;;;;
Comedy;333348;;;;;;;;
Family;333348;;;;;;;;
Family;20483;;;;;;;;
Action;20483;;;;;;;;
Adventure;20483;;;;;;;;
Drama;11457;;;;;;;;
Drama;321697;;;;;;;;
History;321697;;;;;;;;
Comedy;19840;;;;;;;;
Romance;19840;;;;;;;;
Drama;22327;;;;;;;;
Comedy;22327;;;;;;;;
Romance;22327;;;;;;;;
Action;38665;;;;;;;;
Adventure;38665;;;;;;;;
Romance;38665;;;;;;;;
Western;38665;;;;;;;;
Drama;2575;;;;;;;;
Thriller;2575;;;;;;;;
Drama;11644;;;;;;;;
Mystery;11644;;;;;;;;
Thriller;11644;;;;;;;;
Action;146227;;;;;;;;
Crime;146227;;;;;;;;
Drama;68924;;;;;;;;
Comedy;253235;;;;;;;;
Drama;253235;;;;;;;;
Romance;253235;;;;;;;;
Adventure;22102;;;;;;;;
Comedy;22102;;;;;;;;
Family;22102;;;;;;;;
Comedy;18701;;;;;;;;
Drama;18701;;;;;;;;
Romance;18701;;;;;;;;
Drama;10068;;;;;;;;
Romance;10068;;;;;;;;
Fantasy;848;;;;;;;;
Drama;36811;;;;;;;;
Romance;36811;;;;;;;;
Comedy;522;;;;;;;;
Drama;522;;;;;;;;
History;522;;;;;;;;
Drama;130150;;;;;;;;
History;12246;;;;;;;;
Action;13809;;;;;;;;
Crime;13809;;;;;;;;
Thriller;13809;;;;;;;;
Adventure;27380;;;;;;;;
Action;27380;;;;;;;;
Science Fiction;27380;;;;;;;;
Drama;10549;;;;;;;;
Drama;33870;;;;;;;;
Romance;33870;;;;;;;;
Adventure;245703;;;;;;;;
Drama;245703;;;;;;;;
Science Fiction;245703;;;;;;;;
Comedy;10739;;;;;;;;
Romance;10739;;;;;;;;
Drama;127560;;;;;;;;
History;127560;;;;;;;;
Crime;37903;;;;;;;;
Drama;37903;;;;;;;;
Mystery;37903;;;;;;;;
Horror;396152;;;;;;;;
Romance;10017;;;;;;;;
Science Fiction;10017;;;;;;;;
Horror;10017;;;;;;;;
Action;10017;;;;;;;;
Crime;10017;;;;;;;;
Drama;11468;;;;;;;;
Mystery;11468;;;;;;;;
Thriller;11468;;;;;;;;
Music;193613;;;;;;;;
Drama;17436;;;;;;;;
Crime;43434;;;;;;;;
Drama;43434;;;;;;;;
Thriller;43434;;;;;;;;
History;43434;;;;;;;;
Thriller;31166;;;;;;;;
Drama;31166;;;;;;;;
Western;69848;;;;;;;;
Action;69848;;;;;;;;
Drama;69848;;;;;;;;
History;69848;;;;;;;;
Horror;8408;;;;;;;;
Science Fiction;8408;;;;;;;;
Action;332411;;;;;;;;
Crime;332411;;;;;;;;
Drama;332411;;;;;;;;
Thriller;332411;;;;;;;;
Action;9389;;;;;;;;
Animation;9389;;;;;;;;
Science Fiction;9389;;;;;;;;
Adventure;9626;;;;;;;;
Fantasy;9626;;;;;;;;
Action;9626;;;;;;;;
Thriller;75638;;;;;;;;
Comedy;8363;;;;;;;;
Comedy;15670;;;;;;;;
Crime;15670;;;;;;;;
Drama;15670;;;;;;;;
Horror;290555;;;;;;;;
Action;290555;;;;;;;;
Music;8328;;;;;;;;
Drama;8328;;;;;;;;
Romance;8328;;;;;;;;
Animation;10982;;;;;;;;
Comedy;10982;;;;;;;;
Family;10982;;;;;;;;
Drama;205;;;;;;;;
History;205;;;;;;;;
War;205;;;;;;;;
Action;1620;;;;;;;;
Crime;1620;;;;;;;;
Drama;1620;;;;;;;;
Thriller;1620;;;;;;;;
Drama;175541;;;;;;;;
Music;175541;;;;;;;;
Thriller;241254;;;;;;;;
Action;241254;;;;;;;;
Thriller;31932;;;;;;;;
Horror;1933;;;;;;;;
Drama;1933;;;;;;;;
Mystery;1933;;;;;;;;
Thriller;1933;;;;;;;;
Horror;679;;;;;;;;
Action;679;;;;;;;;
Thriller;679;;;;;;;;
Science Fiction;679;;;;;;;;
Drama;11113;;;;;;;;
Family;11113;;;;;;;;
Music;11113;;;;;;;;
Romance;11113;;;;;;;;
Horror;3597;;;;;;;;
Thriller;3597;;;;;;;;
Mystery;3597;;;;;;;;
Comedy;193893;;;;;;;;
Comedy;9675;;;;;;;;
Drama;9675;;;;;;;;
Romance;9675;;;;;;;;
Comedy;9988;;;;;;;;
Horror;948;;;;;;;;
Thriller;948;;;;;;;;
Comedy;21765;;;;;;;;
Family;21765;;;;;;;;
Science Fiction;21765;;;;;;;;
Comedy;146304;;;;;;;;
Action;7516;;;;;;;;
Comedy;7516;;;;;;;;
Crime;7516;;;;;;;;
Thriller;7516;;;;;;;;
Horror;41439;;;;;;;;
Crime;41439;;;;;;;;
Comedy;2752;;;;;;;;
Romance;2752;;;;;;;;
Comedy;9429;;;;;;;;
Drama;38117;;;;;;;;
Fantasy;38117;;;;;;;;
Romance;38117;;;;;;;;
Horror;9792;;;;;;;;
Thriller;9792;;;;;;;;
Comedy;13778;;;;;;;;
Drama;228203;;;;;;;;
Comedy;41382;;;;;;;;
Drama;13960;;;;;;;;
Comedy;114150;;;;;;;;
Music;114150;;;;;;;;
Romance;114150;;;;;;;;
Drama;26602;;;;;;;;
Comedy;26602;;;;;;;;
Romance;26602;;;;;;;;
Drama;10223;;;;;;;;
Crime;10223;;;;;;;;
Thriller;10223;;;;;;;;
Horror;16028;;;;;;;;
Thriller;16028;;;;;;;;
Comedy;15639;;;;;;;;
Family;16112;;;;;;;;
Crime;26390;;;;;;;;
Drama;26390;;;;;;;;
Thriller;26390;;;;;;;;
Action;27759;;;;;;;;
Drama;27759;;;;;;;;
History;27759;;;;;;;;
Horror;109428;;;;;;;;
Comedy;23049;;;;;;;;
Romance;23049;;;;;;;;
Comedy;9310;;;;;;;;
Drama;9310;;;;;;;;
Family;9310;;;;;;;;
Action;11411;;;;;;;;
Adventure;11411;;;;;;;;
Science Fiction;11411;;;;;;;;
Drama;16988;;;;;;;;
Action;7304;;;;;;;;
Crime;7304;;;;;;;;
Drama;7304;;;;;;;;
Thriller;7304;;;;;;;;
Drama;24747;;;;;;;;
Adventure;58048;;;;;;;;
Fantasy;1491;;;;;;;;
Drama;1491;;;;;;;;
Thriller;1491;;;;;;;;
Romance;1491;;;;;;;;
Adventure;2989;;;;;;;;
Thriller;2989;;;;;;;;
Drama;10629;;;;;;;;
Crime;10629;;;;;;;;
Thriller;10629;;;;;;;;
Thriller;255343;;;;;;;;
Romance;255343;;;;;;;;
Action;4723;;;;;;;;
Adventure;4723;;;;;;;;
Comedy;4723;;;;;;;;
Drama;4723;;;;;;;;
Science Fiction;4723;;;;;;;;
Thriller;4723;;;;;;;;
Animation;10800;;;;;;;;
Family;10800;;;;;;;;
Action;25763;;;;;;;;
Adventure;25763;;;;;;;;
Science Fiction;25763;;;;;;;;
Horror;79694;;;;;;;;
Thriller;79694;;;;;;;;
Comedy;4032;;;;;;;;
Drama;4032;;;;;;;;
Family;4032;;;;;;;;
Drama;18615;;;;;;;;
Mystery;18615;;;;;;;;
Romance;18615;;;;;;;;
Crime;10673;;;;;;;;
Drama;10673;;;;;;;;
Drama;4584;;;;;;;;
Romance;4584;;;;;;;;
Drama;2977;;;;;;;;
Romance;2977;;;;;;;;
Comedy;10760;;;;;;;;
Drama;11093;;;;;;;;
Drama;207;;;;;;;;
Comedy;8467;;;;;;;;
Comedy;639;;;;;;;;
Romance;639;;;;;;;;
Drama;639;;;;;;;;
Drama;24226;;;;;;;;
Comedy;9285;;;;;;;;
Adventure;9285;;;;;;;;
Comedy;14709;;;;;;;;
Drama;14709;;;;;;;;
Romance;14709;;;;;;;;
Drama;74643;;;;;;;;
Comedy;74643;;;;;;;;
Romance;74643;;;;;;;;
Horror;13788;;;;;;;;
Thriller;13788;;;;;;;;
Mystery;13788;;;;;;;;
Comedy;83666;;;;;;;;
Drama;83666;;;;;;;;
Romance;83666;;;;;;;;
Horror;10781;;;;;;;;
Drama;318850;;;;;;;;
Comedy;13908;;;;;;;;
Family;13908;;;;;;;;
Fantasy;1417;;;;;;;;
Drama;1417;;;;;;;;
War;1417;;;;;;;;
Action;39180;;;;;;;;
Comedy;39180;;;;;;;;
Family;39180;;;;;;;;
Crime;16161;;;;;;;;
Drama;16161;;;;;;;;
Romance;16161;;;;;;;;
Thriller;49950;;;;;;;;
Drama;49950;;;;;;;;
Horror;49950;;;;;;;;
Mystery;10956;;;;;;;;
Adventure;10956;;;;;;;;
Comedy;10956;;;;;;;;
Romance;10956;;;;;;;;
Drama;10956;;;;;;;;
Thriller;9594;;;;;;;;
Action;9594;;;;;;;;
Crime;9594;;;;;;;;
Drama;9594;;;;;;;;
Crime;4638;;;;;;;;
Action;4638;;;;;;;;
Comedy;4638;;;;;;;;
Comedy;13972;;;;;;;;
Drama;13972;;;;;;;;
Romance;13972;;;;;;;;
Drama;5038;;;;;;;;
Romance;5038;;;;;;;;
Action;13491;;;;;;;;
Adventure;13491;;;;;;;;
Drama;13491;;;;;;;;
Romance;13491;;;;;;;;
Comedy;10571;;;;;;;;
Drama;10571;;;;;;;;
Romance;10571;;;;;;;;
Drama;10994;;;;;;;;
Comedy;19994;;;;;;;;
Horror;19994;;;;;;;;
Comedy;25166;;;;;;;;
Crime;25166;;;;;;;;
Mystery;25166;;;;;;;;
Comedy;30890;;;;;;;;
Drama;30890;;;;;;;;
Drama;23169;;;;;;;;
Romance;23169;;;;;;;;
Drama;17403;;;;;;;;
Comedy;17403;;;;;;;;
Romance;17403;;;;;;;;
Comedy;12120;;;;;;;;
Science Fiction;12120;;;;;;;;
Drama;9800;;;;;;;;
Thriller;1090;;;;;;;;
Science Fiction;1090;;;;;;;;
Mystery;1090;;;;;;;;
Comedy;18475;;;;;;;;
Drama;18475;;;;;;;;
Action;40160;;;;;;;;
Science Fiction;40160;;;;;;;;
Thriller;40160;;;;;;;;
Comedy;18074;;;;;;;;
Drama;18074;;;;;;;;
Music;18074;;;;;;;;
Comedy;9689;;;;;;;;
Drama;9689;;;;;;;;
Comedy;9781;;;;;;;;
Music;9781;;;;;;;;
Adventure;8009;;;;;;;;
Action;8009;;;;;;;;
Fantasy;8009;;;;;;;;
Drama;3877;;;;;;;;
Science Fiction;8854;;;;;;;;
Action;8854;;;;;;;;
Adventure;8854;;;;;;;;
Drama;152599;;;;;;;;
Romance;152599;;;;;;;;
Drama;18840;;;;;;;;
History;18840;;;;;;;;
Family;18840;;;;;;;;
Romance;18840;;;;;;;;
Thriller;68727;;;;;;;;
Crime;68727;;;;;;;;
Drama;68727;;;;;;;;
Mystery;68727;;;;;;;;
Romance;12657;;;;;;;;
Comedy;12657;;;;;;;;
Comedy;8265;;;;;;;;
Drama;12410;;;;;;;;
Fantasy;34647;;;;;;;;
Drama;34647;;;;;;;;
Comedy;73935;;;;;;;;
Romance;73935;;;;;;;;
Horror;73935;;;;;;;;
Drama;28178;;;;;;;;
Family;28178;;;;;;;;
Crime;185567;;;;;;;;
Drama;185567;;;;;;;;
Thriller;185567;;;;;;;;
Western;264656;;;;;;;;
Drama;264656;;;;;;;;
Comedy;35696;;;;;;;;
Drama;35696;;;;;;;;
War;16351;;;;;;;;
Drama;16351;;;;;;;;
Action;38717;;;;;;;;
Adventure;38717;;;;;;;;
Drama;38717;;;;;;;;
Mystery;18777;;;;;;;;
Crime;18777;;;;;;;;
Drama;18777;;;;;;;;
Thriller;18777;;;;;;;;
Drama;2110;;;;;;;;
Action;2110;;;;;;;;
Comedy;2110;;;;;;;;
Comedy;9035;;;;;;;;
Horror;9035;;;;;;;;
Science Fiction;9035;;;;;;;;
Action;90;;;;;;;;
Comedy;90;;;;;;;;
Crime;90;;;;;;;;
Comedy;771;;;;;;;;
Family;771;;;;;;;;
Family;12154;;;;;;;;
Comedy;12154;;;;;;;;
Drama;12154;;;;;;;;
Comedy;9576;;;;;;;;
Romance;9576;;;;;;;;
Action;744;;;;;;;;
Romance;744;;;;;;;;
War;744;;;;;;;;
Adventure;146;;;;;;;;
Drama;146;;;;;;;;
Action;146;;;;;;;;
Romance;146;;;;;;;;
Drama;14;;;;;;;;
Drama;45269;;;;;;;;
History;45269;;;;;;;;
Comedy;9493;;;;;;;;
Drama;22556;;;;;;;;
Romance;22556;;;;;;;;
Drama;873;;;;;;;;
Action;33196;;;;;;;;
Adventure;33196;;;;;;;;
Drama;33196;;;;;;;;
Thriller;33196;;;;;;;;
History;205596;;;;;;;;
Drama;205596;;;;;;;;
Thriller;205596;;;;;;;;
War;205596;;;;;;;;
Comedy;10765;;;;;;;;
Drama;16769;;;;;;;;
Music;16769;;;;;;;;
Comedy;33217;;;;;;;;
Family;33217;;;;;;;;
Horror;132232;;;;;;;;
Comedy;11153;;;;;;;;
Adventure;11153;;;;;;;;
Romance;11153;;;;;;;;
Comedy;208134;;;;;;;;
Drama;1165;;;;;;;;
Fantasy;4011;;;;;;;;
Comedy;4011;;;;;;;;
Comedy;17202;;;;;;;;
Drama;17202;;;;;;;;
Drama;9587;;;;;;;;
Romance;9587;;;;;;;;
Drama;65086;;;;;;;;
Horror;65086;;;;;;;;
Thriller;65086;;;;;;;;
Horror;10053;;;;;;;;
Thriller;10053;;;;;;;;
Comedy;11870;;;;;;;;
Family;11870;;;;;;;;
Drama;11778;;;;;;;;
War;11778;;;;;;;;
Comedy;586;;;;;;;;
Drama;586;;;;;;;;
Family;18736;;;;;;;;
Comedy;18736;;;;;;;;
Thriller;134411;;;;;;;;
Drama;134411;;;;;;;;
Horror;287903;;;;;;;;
Comedy;287903;;;;;;;;
Fantasy;287903;;;;;;;;
Horror;9276;;;;;;;;
Mystery;9276;;;;;;;;
Science Fiction;9276;;;;;;;;
Drama;15765;;;;;;;;
Music;15765;;;;;;;;
Action;2142;;;;;;;;
Crime;2142;;;;;;;;
Drama;2142;;;;;;;;
Comedy;11397;;;;;;;;
Crime;77016;;;;;;;;
Drama;77016;;;;;;;;
Thriller;77016;;;;;;;;
Crime;11478;;;;;;;;
Drama;11478;;;;;;;;
Thriller;11478;;;;;;;;
Drama;266856;;;;;;;;
Romance;266856;;;;;;;;
Comedy;13411;;;;;;;;
Crime;13411;;;;;;;;
Comedy;10564;;;;;;;;
Drama;10564;;;;;;;;
Romance;10564;;;;;;;;
Adventure;947;;;;;;;;
Drama;947;;;;;;;;
History;947;;;;;;;;
War;947;;;;;;;;
Horror;24150;;;;;;;;
Drama;228970;;;;;;;;
Crime;18405;;;;;;;;
Thriller;18405;;;;;;;;
Horror;18405;;;;;;;;
Drama;18405;;;;;;;;
Comedy;6961;;;;;;;;
Romance;6961;;;;;;;;
Horror;11442;;;;;;;;
Thriller;11442;;;;;;;;
Adventure;2493;;;;;;;;
Family;2493;;;;;;;;
Fantasy;2493;;;;;;;;
Comedy;2493;;;;;;;;
Romance;2493;;;;;;;;
Drama;14047;;;;;;;;
Drama;64690;;;;;;;;
Action;64690;;;;;;;;
Thriller;64690;;;;;;;;
Crime;64690;;;;;;;;
Comedy;11132;;;;;;;;
Comedy;17127;;;;;;;;
Drama;17127;;;;;;;;
Romance;17127;;;;;;;;
Horror;1562;;;;;;;;
Thriller;1562;;;;;;;;
Science Fiction;1562;;;;;;;;
Drama;232679;;;;;;;;
Comedy;17880;;;;;;;;
Drama;17880;;;;;;;;
Family;17880;;;;;;;;
Action;14736;;;;;;;;
Comedy;14736;;;;;;;;
Drama;14736;;;;;;;;
Romance;14736;;;;;;;;
Action;9434;;;;;;;;
Comedy;9434;;;;;;;;
Thriller;9434;;;;;;;;
Romance;9434;;;;;;;;
Comedy;23706;;;;;;;;
Mystery;11531;;;;;;;;
Thriller;11531;;;;;;;;
Horror;11531;;;;;;;;
Drama;9100;;;;;;;;
Fantasy;9100;;;;;;;;
Horror;9100;;;;;;;;
Thriller;9100;;;;;;;;
Drama;116;;;;;;;;
Thriller;116;;;;;;;;
Crime;116;;;;;;;;
Romance;116;;;;;;;;
Comedy;38843;;;;;;;;
Family;38843;;;;;;;;
Drama;1245;;;;;;;;
Romance;1245;;;;;;;;
Drama;4995;;;;;;;;
Action;10413;;;;;;;;
Adventure;10413;;;;;;;;
Drama;10413;;;;;;;;
Thriller;10413;;;;;;;;
Drama;14012;;;;;;;;
Horror;9793;;;;;;;;
Thriller;9793;;;;;;;;
Horror;12212;;;;;;;;
Fantasy;13768;;;;;;;;
Drama;13768;;;;;;;;
Science Fiction;13768;;;;;;;;
Romance;13768;;;;;;;;
Family;13768;;;;;;;;
Action;8975;;;;;;;;
Adventure;8975;;;;;;;;
Drama;8975;;;;;;;;
Thriller;8975;;;;;;;;
Action;342521;;;;;;;;
Comedy;342521;;;;;;;;
Drama;45272;;;;;;;;
Romance;45272;;;;;;;;
Mystery;9424;;;;;;;;
Horror;9424;;;;;;;;
Science Fiction;9424;;;;;;;;
Drama;97367;;;;;;;;
Crime;97367;;;;;;;;
Crime;254904;;;;;;;;
Action;254904;;;;;;;;
Thriller;254904;;;;;;;;
Drama;18681;;;;;;;;
Mystery;18681;;;;;;;;
Thriller;18681;;;;;;;;
Drama;12162;;;;;;;;
Thriller;12162;;;;;;;;
War;12162;;;;;;;;
Fantasy;11495;;;;;;;;
Drama;11495;;;;;;;;
Horror;11495;;;;;;;;
Action;11495;;;;;;;;
Thriller;11495;;;;;;;;
Crime;64689;;;;;;;;
Thriller;64689;;;;;;;;
Thriller;157849;;;;;;;;
Comedy;13166;;;;;;;;
Adventure;15511;;;;;;;;
Animation;15511;;;;;;;;
Comedy;15511;;;;;;;;
Science Fiction;15511;;;;;;;;
Family;15511;;;;;;;;
Music;37003;;;;;;;;
Documentary;37003;;;;;;;;
Action;12211;;;;;;;;
Fantasy;12211;;;;;;;;
Science Fiction;12211;;;;;;;;
Crime;13816;;;;;;;;
Drama;13816;;;;;;;;
Music;13816;;;;;;;;
Drama;51828;;;;;;;;
Romance;51828;;;;;;;;
Drama;22798;;;;;;;;
Crime;7501;;;;;;;;
Thriller;7501;;;;;;;;
Action;10743;;;;;;;;
Comedy;10743;;;;;;;;
Thriller;10743;;;;;;;;
Crime;10743;;;;;;;;
Fantasy;37718;;;;;;;;
Comedy;37718;;;;;;;;
Drama;15237;;;;;;;;
Music;15237;;;;;;;;
Comedy;9686;;;;;;;;
Drama;9686;;;;;;;;
Romance;9686;;;;;;;;
Family;17644;;;;;;;;
Action;97430;;;;;;;;
Drama;12257;;;;;;;;
Comedy;12257;;;;;;;;
Romance;12257;;;;;;;;
Romance;13539;;;;;;;;
Comedy;68;;;;;;;;
Science Fiction;68;;;;;;;;
Music;14024;;;;;;;;
Drama;14024;;;;;;;;
Romance;14024;;;;;;;;
Comedy;115;;;;;;;;
Crime;115;;;;;;;;
Drama;7874;;;;;;;;
Action;4911;;;;;;;;
Crime;4911;;;;;;;;
Drama;4911;;;;;;;;
Thriller;4911;;;;;;;;
Drama;1988;;;;;;;;
Thriller;1988;;;;;;;;
Drama;16222;;;;;;;;
Comedy;16222;;;;;;;;
Romance;16222;;;;;;;;
Comedy;9557;;;;;;;;
Comedy;9026;;;;;;;;
Drama;9026;;;;;;;;
History;9026;;;;;;;;
Romance;9026;;;;;;;;
Comedy;57943;;;;;;;;
Drama;57943;;;;;;;;
Fantasy;57943;;;;;;;;
Romance;57943;;;;;;;;
Drama;18276;;;;;;;;
Family;18276;;;;;;;;
Comedy;8321;;;;;;;;
Drama;8321;;;;;;;;
Crime;8321;;;;;;;;
Comedy;72359;;;;;;;;
Comedy;10186;;;;;;;;
